"Keyword","Cluster","Intent","Fit_B2B","Priority","Recommended_Page","Avg_Monthly_Searches","Competition","Competition_Indexed","Top_Bid_Low_CLP","Top_Bid_High_CLP"
"colocacion de falso plafon de tablaroca","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"colocacion ventilador techo","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"como corregir filtraciones en el techo","Goteras_Filtraciones_Humedad","Informacional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"como reparar una losa con goteras","Goteras_Filtraciones_Humedad","Informacional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"falso plafon instalacion","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"goteras cubiertas","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"goteras panel sandwich","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"goteras techo chapa","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"goteras tejado comunidad","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"goteras terraza privada","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"goteras y humedades","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"impermeabilizar tejado caseta madera","Impermeabilizacion_Sellado","Transaccional","Media","P1","/impermeabilizacion-techos","0","Desconocido","0","0","0"
"impermeabilizar tejado de chapa","Impermeabilizacion_Sellado","Transaccional","Media","P1","/impermeabilizacion-techos","0","Desconocido","0","0","0"
"impermeabilizar tejado madera","Impermeabilizacion_Sellado","Transaccional","Media","P1","/impermeabilizacion-techos","0","Desconocido","0","0","0"
"instalacion abanico de techo hampton bay","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalacion de abanico de techo kdk","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de abanico kdk","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de azoteas verdes","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de cielorrasos de pvc","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de cobertura tr4","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de cubiertas de chapa","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de cubiertas en eternit","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de durock en techos","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de falso plafon de tablaroca","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalacion de foamular en techos","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de lamina galvateja","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de lamina pintro","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de superboard en techo","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de tablaroca en techo","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalacion de techo de pladur","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalacion de techo eternit","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de teja shingle","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion de ventilador de techo hampton bay","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalacion pladur techo","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalacion superboard techos","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalacion ventilador hampton bay","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalación de tablaroca en techo","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalación de un abanico de techo","Otros","Transaccional","Baja","P3","/servicios-techos","0","Desconocido","0","0","0"
"instalación eléctrica en techo de viguetas","Otros","Transaccional","Baja","P3","/servicios-techos","0","Desconocido","0","0","0"
"instalar laminas para techo","Instalacion_Cambio_Cubierta","Transaccional","Media","P2","/cambio-cubiertas-techos","0","Desconocido","0","0","0"
"instalar plafon de tablaroca","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"instalar tablaroca en el techo","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"limpiar escayola techo","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"limpiar techo aluminio blanco","Limpieza_Mantencion","Transaccional","Media","P2","/mantencion-techos-empresas","0","Desconocido","0","0","0"
"limpiar techo cocina aluminio blanco","Limpieza_Mantencion","Transaccional","Media","P2","/mantencion-techos-empresas","0","Desconocido","0","0","0"
"limpiar techo tabaco","Limpieza_Mantencion","Transaccional","Media","P2","/mantencion-techos-empresas","0","Desconocido","0","0","0"
"limpieza de ventanas suelos paredes y techos","Limpieza_Mantencion","Transaccional","Media","P2","/mantencion-techos-empresas","0","Desconocido","0","0","0"
"limpieza falso techo","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"precio cambiar tejado panel sandwich","Precios_Cotizacion","Comercial","Media","P2","/cotizacion-reparacion-techos","0","Desconocido","0","0","0"
"precio colocacion pladur techo","No_Relevante","Comercial","Baja","P3","/","0","Desconocido","0","0","0"
"precio de colocacion de ventilador de techo","No_Relevante","Comercial","Baja","P3","/","0","Desconocido","0","0","0"
"precio reparar humedades","Precios_Cotizacion","Comercial","Media","P2","/cotizacion-reparacion-techos","0","Desconocido","0","0","0"
"reparacion de cielorrasos de yeso","Otros","Transaccional","Baja","P3","/servicios-techos","0","Desconocido","0","0","0"
"reparacion de cubiertas de chapa","Core_Reparacion_Techos","Transaccional","Media","P1","/","0","Desconocido","0","0","0"
"reparacion de grietas en azotea","Otros","Transaccional","Baja","P3","/servicios-techos","0","Desconocido","0","0","0"
"reparacion de techos de tejas zona norte","Core_Reparacion_Techos","Transaccional","Media","P1","/","0","Desconocido","0","0","0"
"reparacion de techos parabolicos","Core_Reparacion_Techos","Transaccional","Media","P1","/","0","Desconocido","0","0","0"
"reparacion de techos zona norte","Core_Reparacion_Techos","Transaccional","Media","P1","/","0","Desconocido","0","0","0"
"reparacion techos chapa","Core_Reparacion_Techos","Transaccional","Media","P1","/","0","Desconocido","0","0","0"
"reparar gotera claraboya","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"reparar goteras en lamina","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"reparar goteras tela asfaltica","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"reparar techo de pladur","No_Relevante","Transaccional","Baja","P3","/","0","Desconocido","0","0","0"
"reparar techo de tejas francesas","Core_Reparacion_Techos","Transaccional","Media","P1","/","0","Desconocido","0","0","0"
"reparar terraza con goteras","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"reparar tirol techo","Core_Reparacion_Techos","Transaccional","Media","P1","/","0","Desconocido","0","0","0"
"reparar uralita","Material_Tipo_Cubierta","Transaccional","Media","P3","/reparacion-por-tipo-de-cubierta","0","Desconocido","0","0","0"
"tapar goteras en uralita","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"tejados cubiertas goteras","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"tejados goteras","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"tejados y goteras","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
"reparar filtracion","Goteras_Filtraciones_Humedad","Transaccional","Media","P1","/reparacion-goteras-filtraciones","0","Desconocido","0","0","0"
